year,index,regressor,Coefficient,P-value,R-squared,Error
2018,SSRRR,QV2M,-10075040.428990075,0.559404646697303,0.006724171961141834,0.00014941345696835377
2018,SSRRS,QV2M,107936069.33675486,0.057428822407289595,0.06898500491954485,0.00029550771444294055
2018,SSRSR,QV2M,37856814.354106486,0.40043565426116134,0.013901964870225325,3.603580890669376e-05
2018,SSRSS,QV2M,132653357.38078712,0.6057412808331788,0.0052615346691961,0.00022243521418095912
2018,SSSRR,QV2M,329312541.63217896,0.42364255787632676,0.01259624046403729,0.00010720397819084906
2018,SSSRS,QV2M,2759878383.6528974,0.25739354151645594,0.025078826085533357,0.0007042935350802446
2018,SSSSR,QV2M,-5480251540.989316,0.4827960675096161,0.009705324416770633,0.0013747866263455891
2018,SSSSS,QV2M,-11580751006.05416,0.9132227302956513,0.00023511796888708858,0.048251851071467566
2018,RRRRR,RH2M,-0.22334990950356218,0.1764490005778382,0.0355342284980682,0.013829081341426375
2018,RRRRS,RH2M,-0.5375421892591337,0.14638640584581405,0.04090864060399613,0.001741531563708622
2018,RRRSR,RH2M,0.6844577323925947,0.4138505575093385,0.013134205014963207,0.0008273698394990775
2018,RRRSS,RH2M,-3.2082548969814395,0.43245070878347225,0.012127764731814317,0.0027759630709619705
2018,RRSRR,RH2M,-8.801599762959441,0.5200422626832497,0.00816031286870933,0.00520015789989559
2018,RRSRS,RH2M,-3.5733952106795237,0.7777751825150024,0.001575863114655407,0.0007994945496919083
2018,RRSSR,RH2M,-27.268490817648377,0.06510288103368603,0.06514756591059923,0.00019440919457862696
2018,RRSSS,RH2M,-260.09440044458216,0.008346637358972309,0.12868421734809465,0.001558663305445426
2018,RSRRR,RH2M,-57.026637775987524,0.24386483399443146,0.026533052129186663,7.625039682203721e-05
2018,RSRRS,RH2M,-7.3301264677453375,0.8400015313670471,0.0008067666962467968,8.006449238888483e-06
2018,RSRSR,RH2M,-15.573016131447739,0.8151963350071785,0.0010811169593144543,5.0808607126195924e-06
2018,RSRSS,RH2M,-158.6576139532842,0.6951212142379697,0.003036750977583602,3.5329930943121575e-05
2018,RSSRR,RH2M,-24.268180529066306,0.9152471866064429,0.00022423583504938005,2.117023355830687e-06
2018,RSSRS,RH2M,-834.4944912008418,0.4588141382814188,0.010807594301552315,9.691528723797489e-06
2018,RSSSR,RH2M,-422.21194529808577,0.7665701749854125,0.0017435064192820038,2.9270450325899313e-06
2018,RSSSS,RH2M,-16599.8224873289,0.20872935066701123,0.030804658926274486,4.689373207297527e-05
2018,SRRRR,RH2M,14127.106182447344,0.39486411091628904,0.014231751208810373,1.410269695768396e-05
2018,SRRRS,RH2M,86072.77176043055,0.551723660213005,0.006989693890050219,0.00020252286014039257
2018,SRRSR,RH2M,-56266.89409023452,0.7402480734453081,0.0021739334451597037,5.2738714959526175e-05
2018,SRRSS,RH2M,546831.1337131567,0.5667319966689515,0.006477217304828309,0.0003139636115396772
2018,SRSRR,RH2M,419909.0071368093,0.8378469912324005,0.0008289395347831352,0.00027439702982567774
2018,SRSRS,RH2M,-111099.46743665612,0.9745327686845012,2.017965878553518e-05,0.00014894365061312117
2018,SRSSR,RH2M,3062388.4629091416,0.49113857825855856,0.009342305207331258,4.567508241619693e-05
2018,SRSSS,RH2M,-90819869.6162746,0.011126516521270951,0.11979816672334431,0.0005249908395649418
2018,SSRRR,RH2M,-4838329.642842,0.9097714521182192,0.0002542713687873066,0.00015038669137762553
2018,SSRRS,RH2M,32626971.1600848,0.8192368159012969,0.0010335613603923433,0.0003170757620956299
2018,SSRSR,RH2M,79447930.70274046,0.4753170007090052,0.010039548847751156,3.617695642017168e-05
2018,SSRSS,RH2M,40175609.160173655,0.9495923536430054,7.913366092615615e-05,0.00022359405996648203
2018,SSSRR,RH2M,689475480.8961369,0.4979431163310941,0.009053648648215784,0.0001075886029525989
2018,SSSRS,RH2M,-4411993406.282508,0.4651205612092927,0.01050901428154205,0.0007148189237326273
2018,SSSSR,RH2M,17492123246.12092,0.36356472034166976,0.016213472514409744,0.001365751623747356
2018,SSSSS,RH2M,532350565953.01746,0.03830263733579571,0.08146081443358377,0.04433163915021226
2018,RRRRR,T2M_MAX,0.0037643152239122553,0.26213763464420414,0.02459052609312229,0.013985998626835769
2018,RRRRS,T2M_MAX,0.00029417135868340034,0.8066157337961677,0.0011858554798628296,0.001813660754962789
2018,RRRSR,T2M_MAX,-0.0008423061440552966,0.2998601426481923,0.021057204366282445,0.000820727344911704
2018,RRRSS,T2M_MAX,-0.0007424984623365746,0.6190904070087042,0.004881806666423905,0.0027963245218512165
2018,RRSRR,T2M_MAX,0.0018067199125785763,0.3745477495723052,0.015492053106082926,0.0051617180114639895
2018,RRSRS,T2M_MAX,-0.00029077933114929225,0.715478816976713,0.0026274169321832685,0.0007986525112087001
2018,RRSSR,T2M_MAX,0.0003438319787221386,0.39630902185955685,0.014145593024024072,0.0002050154165974615
2018,RRSSS,T2M_MAX,0.0039251396606853955,0.00048225604825369084,0.2143067554863618,0.001405496438768187
2018,RSRRR,T2M_MAX,0.00048756513424898126,0.0464345157514369,0.07551735136416582,7.241352052861399e-05
2018,RSRRS,T2M_MAX,4.5739728033936065e-05,0.566144479938314,0.006496793297541603,7.960855546264523e-06
2018,RSRSR,T2M_MAX,7.103987192816141e-05,0.2611745907251427,0.024688780413740563,4.960783645503569e-06
2018,RSRSS,T2M_MAX,-1.5169769380627442e-05,0.928018330901979,0.00016158337735328043,3.5431819827055506e-05
2018,RSSRR,T2M_MAX,2.5108950247771228e-05,0.5399955327315749,0.007408604846857125,2.1018104675610788e-06
2018,RSSRS,T2M_MAX,3.374392367237438e-05,0.7021357397105694,0.0028918916019419205,9.769082149845223e-06
2018,RSSSR,T2M_MAX,5.781987193971489e-06,0.9047147489701702,0.0002837065447193199,2.9313253954013836e-06
2018,RSSSS,T2M_MAX,0.00021235240036513331,0.2763398407065469,0.023190666624265277,4.7262128927442774e-05
2018,SRRRR,T2M_MAX,-7.729510128957263e-05,0.4676397137394892,0.010391517105141856,1.4157636501412429e-05
2018,SRRRS,T2M_MAX,-0.00029795472388261744,0.45831812260969174,0.010831350709205378,0.00020173936039028325
2018,SRRSR,T2M_MAX,0.00011963628448806142,0.5589894644935257,0.0067383489714220035,5.249746909768222e-05
2018,SRRSS,T2M_MAX,-0.0002601569917008909,0.6034224629942104,0.005329321028332612,0.00031432635879310593
2018,SRSRR,T2M_MAX,0.0003905347547459714,0.40185187761019947,0.013819177096069946,0.00027082959003024633
2018,SRSRS,T2M_MAX,0.00011616534905517315,0.7356577897422281,0.002254367988956507,0.00014861087573178472
2018,SRSSR,T2M_MAX,-0.0001855069083891252,0.33053937949815293,0.01857234816681519,4.524952374432118e-05
2018,SRSSS,T2M_MAX,0.002188710049363147,0.0007910761378102803,0.19985240132260085,0.00047724299555450695
2018,SSRRR,T2M_MAX,-0.00020599236216962196,0.5508835823452475,0.007019153694793778,0.00014936908435872885
2018,SSRRS,T2M_MAX,-0.00017852755625040782,0.7222523767494634,0.002498623021857327,0.00031661074593006315
2018,SSRSR,T2M_MAX,-0.0001316075131894309,0.43890013375506387,0.011793685648025853,3.6112853525450285e-05
2018,SSRSS,T2M_MAX,0.00031597952576623944,0.45255575143523596,0.011110295734066744,0.00022112736245359567
2018,SSSRR,T2M_MAX,-0.00024416682038866686,0.40453579242541415,0.013663423637952032,0.00010708811243624047
2018,SSSRS,T2M_MAX,0.0004573599619355599,0.5456378347280652,0.007205007724295109,0.00071720577358305
2018,SSSSR,T2M_MAX,-0.0015868788104149985,0.12669076637541346,0.04513558036761711,0.001325600214209688
2018,SSSSS,T2M_MAX,-0.009545055561029109,0.11904471414891236,0.04697244689177371,0.04599615808284833
2018,RRRRR,T2M_MIN,-0.0011345088022054386,0.35746167829143627,0.016627303801765136,0.014100180023481441
2018,RRRRS,T2M_MIN,0.000391632783571321,0.37216849142946584,0.015645855374285533,0.0017874040840203886
2018,RRRSR,T2M_MIN,-6.981371161769138e-08,0.999813931600078,1.076843170189079e-09,0.0008383813106225601
2018,RRRSS,T2M_MIN,0.00022170957416898688,0.6855882264171426,0.003240175956661151,0.0028009375740899217
2018,RRSRR,T2M_MIN,-0.000484766782263343,0.5164163097504437,0.008302392504091594,0.005199412984615496
2018,RRSRS,T2M_MIN,0.0001603889615113482,0.5829939112704818,0.005950604950142768,0.0007959914470278518
2018,RRSSR,T2M_MIN,0.00022616352303477178,0.12487807084404587,0.04556002857445496,0.00019848256190211028
2018,RRSSS,T2M_MIN,0.0006824013258226563,0.11414060730428789,0.04821871112957021,0.0017026049559859281
2018,RSRRR,T2M_MIN,-3.409188012356017e-06,0.9702802108704377,2.7484865239069123e-05,7.832654334790509e-05
2018,RSRRS,T2M_MIN,-1.0000168043970804e-05,0.7324396320780667,0.002311727982329592,7.994390113844498e-06
2018,RSRSR,T2M_MIN,1.379852048578074e-05,0.5533244328880409,0.0069337883868438865,5.0510919207538425e-06
2018,RSRSS,T2M_MIN,-0.00010510550301889202,0.08306445357979966,0.057743070650057016,3.339127322622376e-05
2018,RSSRR,T2M_MIN,-4.897731596218412e-06,0.7446475226182248,0.0020983576974614726,2.1130549062076724e-06
2018,RSSRS,T2M_MIN,-1.3433818637004752e-05,0.6778060843642615,0.003411929525788837,9.763987122378986e-06
2018,RSSSR,T2M_MIN,-1.317768232766588e-05,0.4554414863352716,0.010969918772185339,2.899991740555414e-06
2018,RSSSS,T2M_MIN,-2.5962200259749772e-05,0.7179278234602201,0.002580430196178596,4.825933853427873e-05
2018,SRRRR,T2M_MIN,4.615379408652985e-05,0.23464544174038343,0.027580369000007376,1.3911727618040444e-05
2018,SRRRS,T2M_MIN,7.75481740169508e-06,0.9581138506072768,5.4617958159641766e-05,0.00020393725775980838
2018,SRRSR,T2M_MIN,1.2309359251466153e-05,0.8699020728979351,0.0005310174580547278,5.28255490089167e-05
2018,SRRSS,T2M_MIN,0.00017472664345087778,0.33960166680025394,0.017894904569190295,0.00031035550270575073
2018,SRSRR,T2M_MIN,0.00013489203237989684,0.42969385923684844,0.012272856074578953,0.0002712542479414318
2018,SRSRS,T2M_MIN,0.00010132838372881834,0.4204681964620669,0.012768623363191733,0.00014704481255024685
2018,SRSSR,T2M_MIN,-1.543898563154792e-05,0.8258967813939341,0.0009576226461514015,4.6061665056223456e-05
2018,SRSSS,T2M_MIN,0.0005300017807180419,0.03178360880543018,0.08723641402132964,0.0005444120918760168
2018,SSRRR,T2M_MIN,-8.315050182216165e-05,0.5111017198722196,0.008513781616726002,0.00014914425504305098
2018,SSRRS,T2M_MIN,0.0003307871438022893,0.06791925179183411,0.06385541054852584,0.0002971358672832374
2018,SSRSR,T2M_MIN,6.597852335066823e-05,0.2884514899239595,0.022064983417914852,3.57375008622531e-05
2018,SSRSS,T2M_MIN,5.356581138249682e-05,0.7288419589040582,0.0023768038879101727,0.00022308027389419374
2018,SSSRR,T2M_MIN,7.151371224887081e-05,0.5058794703415059,0.008725194649254253,0.00010762426371953574
2018,SSSRS,T2M_MIN,0.000246392679398459,0.37339734701194827,0.015566250166041518,0.0007111655221714244
2018,SSSSR,T2M_MIN,2.9646933467016167e-08,0.9999385959460698,1.1727419035878484e-10,0.0013882601412298697
2018,SSSSS,T2M_MIN,-0.001577607839198475,0.4862909552677789,0.00955200661094735,0.04780218822444615
2018,RRRRR,PRECTOTCORR,-0.0037623575504583486,0.9399686174405858,0.00011229494442677179,0.014336981999861432
2018,RRRRS,PRECTOTCORR,-0.10651685551808796,0.4723174852963159,0.010175977230936661,0.0017973363655939406
2018,RRRSR,PRECTOTCORR,0.18857097344287105,0.6007765848052762,0.005407338822726704,0.0008338478997113058
2018,RRRSS,PRECTOTCORR,-0.9407227696961242,0.6028800374787395,0.005345256903630635,0.0027950222069386354
2018,RRSRR,PRECTOTCORR,-3.253737219214899,0.5947402949453897,0.00558802870728714,0.00521364423642391
2018,RRSRS,PRECTOTCORR,-4.591047087007477,0.4178904666557508,0.01291001938821712,0.000790418651152098
2018,RRSSR,PRECTOTCORR,-4.774200642336147,0.47907554522634466,0.00987053437830343,0.00020590444536583658
2018,RRSSS,PRECTOTCORR,-157.67037135998058,0.00024883699858640546,0.23332254079045134,0.0013714798315084126
2018,RSRRR,PRECTOTCORR,-20.745216034668807,0.34767443908553164,0.017311202307369045,7.697273229514681e-05
2018,RSRRS,PRECTOTCORR,17.32428189275641,0.2868537318993447,0.022210095165053567,7.834946213030156e-06
2018,RSRSR,PRECTOTCORR,-1.4442499815187964,0.9616322864179414,4.582094499216982e-05,5.0861266005053935e-06
2018,RSRSS,PRECTOTCORR,-10.281005437123596,0.9550773623675015,6.283235387372077e-05,3.543531932098722e-05
2018,RSSRR,PRECTOTCORR,31.36800884740325,0.7600096097118595,0.0018459394531137319,2.1135894013793653e-06
2018,RSSRS,PRECTOTCORR,-20.0270819758673,0.9686057401837145,3.067081076246758e-05,9.797114717951389e-06
2018,RSSSR,PRECTOTCORR,-286.72414574625776,0.6543331642550971,0.0039618373235440485,2.920540537507039e-06
2018,RSSSS,PRECTOTCORR,-3235.726253696093,0.5888795707279617,0.0057671026006044235,4.810515396940872e-05
2018,SRRRR,PRECTOTCORR,8728.781993686518,0.24173364160654556,0.026770927152679813,1.3923307736482812e-05
2018,SRRRS,PRECTOTCORR,48903.40462124107,0.4524075559842766,0.011117542072440423,0.00020168099212051482
2018,SRRSR,PRECTOTCORR,59246.22942304018,0.43730005257582283,0.011875877820859748,5.2225932124788416e-05
2018,SRRSS,PRECTOTCORR,677866.404033507,0.11101748176125838,0.04904267125578199,0.0003005124820013951
2018,SRSRR,PRECTOTCORR,696916.3552302859,0.44969857977799854,0.01125065127591618,0.00027153497060417183
2018,SRSRS,PRECTOTCORR,531779.2461323646,0.7343256539132409,0.0022780146011733837,0.00014860735364796205
2018,SRSSR,PRECTOTCORR,181454.35750183952,0.9280120907270681,0.0001616114683501424,4.609836580194158e-05
2018,SRSSS,PRECTOTCORR,-33179843.119001925,0.04176801474263941,0.07878452845911699,0.0005494531657859573
2018,SSRRR,PRECTOTCORR,-18795786.684203323,0.3261742329168964,0.018907387395990627,0.00014758079751593856
2018,SSRRS,PRECTOTCORR,15516089.003077904,0.8093656810507954,0.0011517316055290605,0.00031703825440860015
2018,SSRSR,PRECTOTCORR,40496624.0492588,0.41893452136418907,0.012852596277884931,3.6074156864725426e-05
2018,SSRSS,PRECTOTCORR,224914296.40843564,0.4306929213922779,0.012220115946326215,0.00022087919360799443
2018,SSSRR,PRECTOTCORR,346937312.9022801,0.4488009397616839,0.011295030409826823,0.0001073452526116988
2018,SSSRS,PRECTOTCORR,-439688927.8206937,0.8719547980332472,0.0005142521414909229,0.0007220392473323692
2018,SSSSR,PRECTOTCORR,-3474872248.938073,0.6896571139659922,0.0031524182562759906,0.0013838837647784901
2018,SSSSS,PRECTOTCORR,128754497069.37227,0.2733194824605204,0.023480894601231705,0.04712993553686132
2019,RRRRR,T2M,0.0019282368451850477,0.4890855262281315,0.009430700656760327,0.019315893357912922
2019,RRRRS,T2M,-2.2587959415767605e-05,0.9694473455679412,2.9047659450109897e-05,0.0008687271179749452
2019,RRRSR,T2M,0.0001350998301938546,0.8812551412680936,0.0004417394756071058,0.002042700280017505
2019,RRRSS,T2M,-0.0011635698899724802,0.1984010119937882,0.032221541450556335,0.0020112577368090225
2019,RRSRR,T2M,0.00194730065227113,0.19348615253602847,0.03292578102779953,0.005508620824074316
2019,RRSRS,T2M,-0.0003208051667910307,0.372414751298875,0.01562987375042879,0.0003205817568203055
2019,RRSSR,T2M,0.0004445281208724498,0.18302993923436858,0.03449420543807202,0.00027356489059535675
2019,RRSSS,T2M,0.001396414734864216,0.015346362266591992,0.10983173571689953,0.0007816750434528725
2019,RSRRR,T2M,-4.50616682822386e-05,0.36212960938485506,0.01630993347442644,6.057225882912401e-06
2019,RSRRS,T2M,6.808748666898953e-05,0.5164055508687635,0.008302816652834166,2.7386805617193017e-05
2019,RSRSR,T2M,1.5046088850891562e-05,0.563496973629265,0.006585492989966357,1.6890503308325032e-06
2019,RSRSS,T2M,-5.6359882252458996e-05,0.5619034298747916,0.006639266222743578,2.3506079491929154e-05
2019,RSSRR,T2M,-3.478045420896198e-05,0.537390010512943,0.0075039327104649,7.91340700329537e-06
2019,RSSRS,T2M,0.0002762898169671589,0.13182074309618758,0.04396910330033055,8.209320614288195e-05
2019,RSSSR,T2M,-3.614777546405274e-06,0.8854755128925832,0.00041068949701950075,1.572983979809441e-06
2019,RSSSS,T2M,6.832267856831178e-05,0.6644565854643661,0.0037187175058163158,6.18545558110361e-05
2019,SRRRR,T2M,0.00040776688151394707,0.018217897033651696,0.10450804674511016,7.046752160807814e-05
2019,SRRRS,T2M,-0.00018053965222915042,0.5516170944897772,0.006993426315660578,0.0002289077328293809
2019,SRRSR,T2M,1.9543342660857973e-05,0.8895513335963356,0.00038179776076674443,4.9459715399582356e-05
2019,SRRSS,T2M,0.0004519085994200921,0.12015875434837084,0.04669702696781075,0.00020620351687777874
2019,SRSRR,T2M,0.0003762303997746954,0.027658192378506145,0.09154724807487569,6.947330501988162e-05
2019,SRSRS,T2M,0.0003461225766484548,0.05313622766896621,0.0713690904836427,7.709850730935708e-05
2019,SRSSR,T2M,0.0001370772657112216,0.4363964768080284,0.011922492819408492,7.70207866872468e-05
2019,SRSSS,T2M,0.000706813724795451,0.10887352704923468,0.049622778768884435,0.0004732362748770616
2019,SSRRR,T2M,0.0003077125424267125,0.22520690137968166,0.028704187350164334,0.0001584709999595128
2019,SSRRS,T2M,-0.00022869520750033634,0.22174680541892722,0.029130092141822383,8.621571816542715e-05
2019,SSRSR,T2M,-0.00014357751477236214,0.575476906110204,0.006190407184264779,0.0001636854106696282
2019,SSRSS,T2M,-0.0001543356210855878,0.6533602324609548,0.003985686988979387,0.00029440682878286
2019,SSSRR,T2M,0.0003202563288439189,0.15947533194646057,0.03843082841787282,0.0001269256416584273
2019,SSSRS,T2M,0.0010805734935862325,0.05644099630533164,0.06951701881993722,0.0007729992200218994
2019,SSSSR,T2M,-0.0013720320939784407,0.0339261404829371,0.0852155017270011,0.0009994978692591974
2019,SSSSS,T2M,-0.0067073715217884,0.11909677351647645,0.04695951481410365,0.04515913501177225
2019,RRRRR,QV2M,-0.07621883999391002,0.5356887190051189,0.007566628944715714,0.019352242364918518
2019,RRRRS,QV2M,-0.04846950669356919,0.6875960586990235,0.0031966968287520103,0.0008659752153050102
2019,RRRSR,QV2M,0.3339842736918694,0.5463507803470173,0.0071795554213620605,0.0020289308590015855
2019,RRRSS,QV2M,-2.44739956970463,0.08351203889586598,0.057580632827134326,0.0019585559347808632
2019,RRSRR,QV2M,0.743621878353688,0.8967010781400715,0.0003337056696310903,0.005694270882255598
2019,RRSRS,QV2M,-5.122901559344707,0.10669583234174902,0.05022463348207351,0.00030931521331618536
2019,RRSSR,QV2M,4.864526800625109,0.48401778331772805,0.009651523753181679,0.0002806037768822131
2019,RRSSS,QV2M,38.46385178739396,0.17085928795715652,0.03645244308666862,0.0008461109080604148
2019,RSRRR,QV2M,-2.268578930192513,0.6783521687641633,0.003399708589999495,6.136722617692265e-06
2019,RSRRS,QV2M,16.204951141353853,0.5434006756680619,0.00728527198077733,2.741490622956581e-05
2019,RSRSR,QV2M,11.707173185176034,0.44188552847926554,0.01164153786706501,1.6804538041942212e-06
2019,RSRSS,QV2M,-24.924169979829536,0.8492744978827182,0.0007148929655970138,2.364626903635861e-05
2019,RSSRR,QV2M,19.707024871758648,0.9105027930301853,0.000250149300636604,7.97124314222586e-06
2019,RSSRS,QV2M,2883.8567690274976,0.02571266290118545,0.09381041298739223,7.781339371768108e-05
2019,RSSSR,QV2M,-143.91242289954536,0.7273373453478484,0.0024043191167045785,1.569846743926176e-06
2019,RSSSS,QV2M,5325.736233515301,0.370706995457064,0.015741002324879294,6.110814704035718e-05
2019,SRRRR,QV2M,29387.561219125786,0.05321605727600541,0.07132297344067984,7.307890171221627e-05
2019,SRRRS,QV2M,415.59498522873037,0.994566145330362,9.183955479441508e-07,0.00023051964475141948
2019,SRRSR,QV2M,34332.42485692282,0.5974137670648366,0.005507535458308954,4.9206101042455364e-05
2019,SRRSS,QV2M,360455.69339140505,0.2469572755167933,0.026192257964343546,0.0002106387862526689
2019,SRSRR,QV2M,969903.7886482656,0.02028683051992043,0.1011683201651089,6.873754008931522e-05
2019,SRSRS,QV2M,2824414.220061672,0.0043010232190997455,0.14904773521628734,7.064932766507855e-05
2019,SRSSR,QV2M,3093374.575577935,0.17410030913560307,0.03591601492396357,7.515048811809527e-05
2019,SRSSS,QV2M,27964685.945077207,0.03237457804037882,0.08666556136047521,0.0004547909796268061
2019,SSRRR,QV2M,11608290.951556804,0.5090505494590185,0.00859637879255215,0.0001617516735582448
2019,SSRRS,QV2M,-18043681.3086104,0.5458530472380864,0.007197318163198907,8.816340430197515e-05
2019,SSRSR,QV2M,-5013517.028131965,0.9573967885303423,5.650575056292961e-05,0.00016469569491566553
2019,SSRSS,QV2M,191350912.39992338,0.5077038408259749,0.00865091782639138,0.0002930278568158504
2019,SSSRR,QV2M,250755994.06972626,0.5728827426786152,0.006274601325546136,0.00013117021384067833
2019,SSSRS,QV2M,3564853027.842849,0.1618562714201529,0.03800432246640051,0.0007991784088891452
2019,SSSSR,QV2M,-10441237456.990093,0.1199237721771412,0.04675489147443512,0.0010415201139194652
2019,SSSSS,QV2M,-30121570433.834164,0.7699317476134726,0.001692249350682573,0.04730409168932371
2019,RRRRR,RH2M,-0.44226960657404635,0.015520115197926041,0.10948241236354161,0.01736490598642244
2019,RRRRS,RH2M,-0.1825376376042067,0.4633765463087959,0.010590947280853302,0.0008595514428246159
2019,RRRSR,RH2M,0.6083913456441464,0.6301674749451984,0.004580004008222782,0.002034243310120497
2019,RRRSS,RH2M,-2.0853302109840888,0.5386470135359809,0.007457838834266317,0.0020627221892764837
